名称,アドレス,築年数,構造,間取り,面積,家賃,管理費,敷金,礼金,階数,lat,lon,url
GRANPASEO駒場東大前,東京都目黒区駒場１,41,2階建,1LDK,35.06m2,16.7,15000,-,-,B1階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
GRANPASEO駒場東大前,東京都目黒区駒場１,41,2階建,1LDK,40.4m2,18.9,15000,-,-,2階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
GRANPASEO駒場東大前,東京都目黒区駒場１,41,2階建,1LDK,40.4m2,19,15000,-,-,4階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
GRANPASEO駒場東大前,東京都目黒区駒場１,41,2階建,1LDK,40.27m2,19.1,15000,-,-,3階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
GRANPASEO駒場東大前,東京都目黒区駒場１,41,2階建,1LDK,40.4m2,19.2,15000,-,-,5階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
GRANPASEO駒場東大前,東京都目黒区駒場１,41,2階建,2LDK,40.86m2,19.4,15000,-,-,3階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
GRANPASEO駒場東大前,東京都目黒区駒場１,41,2階建,2LDK,40.86m2,19.5,15000,-,-,3階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
GRANPASEO駒場東大前,東京都目黒区駒場１,41,2階建,2LDK,43.01m2,20.3,15000,-,-,B1階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
GRANPASEO駒場東大前,東京都目黒区駒場１,41,2階建,2LDK,42m2,21,15000,-,-,3階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
GRANPASEO駒場東大前,東京都目黒区駒場１,41,2階建,2LDK,42m2,21.1,15000,-,-,3階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
GRANPASEO駒場東大前,東京都目黒区駒場１,41,2階建,2LDK,42m2,21.3,15000,-,-,5階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
GRANPASEO駒場東大前,東京都目黒区駒場１,41,2階建,2LDK,58.23m2,23.7,20000,-,-,2階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
GRANPASEO駒場東大前,東京都目黒区駒場１,41,2階建,3LDK,62.61m2,25.1,20000,-,-,B1-1階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
GRANPASEO駒場東大前,東京都目黒区駒場１,41,2階建,2SLDK,62.42m2,25.1,20000,-,-,1階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
東急目黒線 不動前駅 地下1地上10階建 築12年,東京都目黒区下目黒２,41,2階建,3LDK,77.23m2,38,-,76,38,9階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ドミトリーノ駒沢E,東京都目黒区東が丘２,41,2階建,3LDK,85.83m2,27.6,3000,27.6,55.2,2階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
南2丁目戸建,東京都目黒区南２,41,2階建,3SLDK,95m2,28,-,28,28,-,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
東京メトロ日比谷線 中目黒駅 5階建 築16年,東京都目黒区上目黒３,41,2階建,3LDK,120.88m2,84,-,84,84,3階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
東京メトロ日比谷線 中目黒駅 5階建 築16年,東京都目黒区上目黒３,41,2階建,3LDK,121.66m2,85,-,85,85,5階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
八雲レーベル,東京都目黒区八雲４,41,2階建,2LDK,49.35m2,24,9000,24,-,1階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
八雲レーベル,東京都目黒区八雲４,41,2階建,2SLDK,50.17m2,24.5,9000,24.5,-,1階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
八雲レーベル,東京都目黒区八雲４,41,2階建,3SLDK,64.84m2,32,9000,32,-,1階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
東急東横線 中目黒駅 3階建 築25年,東京都目黒区上目黒２,41,2階建,3SLDK,81.85m2,32,-,64,32,1-3階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
東急東横線 中目黒駅 3階建 築25年,東京都目黒区上目黒２,41,2階建,3SLDK,81.85m2,32,-,64,32,1階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
パークホームズ目黒ザレジデンス,東京都目黒区下目黒２,41,2階建,1LDK,49.63m2,25,20000,25,37.5,1階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
パークホームズ目黒ザレジデンス,東京都目黒区下目黒２,41,2階建,3LDK,77.23m2,38,-,76,38,9階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ルミドゥース目黒,東京都目黒区下目黒３,41,2階建,2LDK,43.56m2,18.7,15000,-,-,B1-1階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ルミドゥース目黒,東京都目黒区下目黒３,41,2階建,2DK,43.56m2,18.8,15000,-,-,B1-1階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ルミドゥース目黒,東京都目黒区下目黒３,41,2階建,2DK,43.52m2,18.8,15000,-,-,1階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ルミドゥース目黒,東京都目黒区下目黒３,41,2階建,2LDK,42.55m2,21.9,15000,-,-,1-2階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ルミドゥース目黒,東京都目黒区下目黒３,41,2階建,2LDK,40.04m2,22.1,15000,-,-,2階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ルミドゥース目黒,東京都目黒区下目黒３,41,2階建,2LDK,40.34m2,22.3,15000,-,-,3階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ルミドゥース目黒,東京都目黒区下目黒３,41,2階建,2LDK,40.04m2,22.3,15000,-,-,2-3階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ルミドゥース目黒,東京都目黒区下目黒３,41,2階建,4DK,65.64m2,25,15000,-,-,B1-1階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ＪＲ山手線 目黒駅 25階建 築16年,東京都目黒区目黒１,41,2階建,1LDK,54.31m2,30.8,10000,30.8,61.6,16階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ＪＲ山手線 目黒駅 25階建 築16年,東京都目黒区目黒１,41,2階建,2LDK,64.34m2,39.8,20000,39.8,79.6,18階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ＪＲ山手線 目黒駅 25階建 築16年,東京都目黒区目黒１,41,2階建,2LDK,68.83m2,43.8,20000,43.8,87.6,10階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ＪＲ山手線 目黒駅 25階建 築16年,東京都目黒区目黒１,41,2階建,3LDK,84.96m2,49.8,30000,49.8,99.6,11階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ＪＲ山手線 目黒駅 25階建 築16年,東京都目黒区目黒１,41,2階建,2LDK,105.83m2,64.3,50000,64.3,128.6,21階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ＪＲ山手線 目黒駅 25階建 築16年,東京都目黒区目黒１,41,2階建,2LDK,105.83m2,64.8,50000,64.8,129.6,22階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
東急東横線 都立大学駅 地下1地上9階建 築7年,東京都目黒区平町１,41,2階建,3LDK,71.46m2,36.8,20000,36.8,36.8,2階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
都営三田線 目黒駅 8階建 築8年,東京都目黒区下目黒２,41,2階建,2LDK,63.36m2,32,-,32,32,4階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
都営三田線 目黒駅 8階建 築8年,東京都目黒区下目黒２,41,2階建,3LDK,63.8m2,36,-,36,36,7階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
都営三田線 目黒駅 8階建 築8年,東京都目黒区下目黒２,41,2階建,3LDK,70.04m2,35,20000,35,35,5階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
東急東横線 都立大学駅 4階建 築3年,東京都目黒区碑文谷３,41,2階建,ワンルーム,25.04m2,11,10000,-,-,2階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
東急東横線 都立大学駅 4階建 築3年,東京都目黒区碑文谷３,41,2階建,ワンルーム,25.04m2,11.4,10000,-,-,4階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
東急東横線 都立大学駅 4階建 築3年,東京都目黒区碑文谷３,41,2階建,1SLDK,40.14m2,16.4,15000,-,-,4階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
東急東横線 都立大学駅 4階建 築3年,東京都目黒区碑文谷３,41,2階建,1SLDK,40.14m2,16.5,15000,-,-,3階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
東急東横線 都立大学駅 4階建 築3年,東京都目黒区碑文谷３,41,2階建,2DK,40.16m2,17.2,15000,-,-,3階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
東急東横線 都立大学駅 4階建 築3年,東京都目黒区碑文谷３,41,2階建,2LDK,40.16m2,17.5,15000,-,-,4階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
東急東横線 都立大学駅 4階建 築3年,東京都目黒区碑文谷３,41,2階建,2DK,41.11m2,18.3,15000,-,-,3階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
東急東横線 都立大学駅 4階建 築3年,東京都目黒区碑文谷３,41,2階建,ワンルーム,27.28m2,11.5,10000,-,-,1階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
東急東横線 都立大学駅 4階建 築3年,東京都目黒区碑文谷３,41,2階建,ワンルーム,27.28m2,12.3,10000,-,-,4階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
東急東横線 都立大学駅 4階建 築3年,東京都目黒区碑文谷３,41,2階建,1LDK,31.07m2,14.3,13000,-,-,3階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
東急東横線 都立大学駅 4階建 築3年,東京都目黒区碑文谷３,41,2階建,1LDK,31.07m2,14.8,15000,-,-,4階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
東急東横線 都立大学駅 4階建 築3年,東京都目黒区碑文谷３,41,2階建,1LDK,40.14m2,16.5,15000,-,-,3階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
東急東横線 都立大学駅 4階建 築3年,東京都目黒区碑文谷３,41,2階建,2SLDK,48.02m2,20.5,15000,-,-,3階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
東急東横線 都立大学駅 4階建 築3年,東京都目黒区碑文谷３,41,2階建,2SLDK,48.02m2,21,15000,-,-,2階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
東急東横線 都立大学駅 4階建 築3年,東京都目黒区碑文谷３,41,2階建,2SLDK,47.05m2,21,15000,-,-,3階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ザ・パークハビオ渋谷クロス,東京都目黒区青葉台３,41,2階建,1K,25.66m2,14.5,10000,14.5,14.5,4階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ザ・パークハビオ渋谷クロス,東京都目黒区青葉台３,41,2階建,1K,25.44m2,14.9,10000,14.9,14.9,4階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ザ・パークハビオ渋谷クロス,東京都目黒区青葉台３,41,2階建,1K,25.56m2,16.7,10000,16.7,16.7,6階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ザ・パークハビオ渋谷クロス,東京都目黒区青葉台３,41,2階建,1DK,37.5m2,21.9,10000,21.9,21.9,6階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ザ・パークハビオ渋谷クロス,東京都目黒区青葉台３,41,2階建,1DK,37.5m2,22,10000,22,22,7階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ザ・パークハビオ渋谷クロス,東京都目黒区青葉台３,41,2階建,1LDK,40.63m2,24.6,15000,24.6,24.6,5階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ザ・パークハビオ渋谷クロス,東京都目黒区青葉台３,41,2階建,1LDK,40.63m2,24.9,15000,24.9,24.9,5階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ザ・パークハビオ渋谷クロス,東京都目黒区青葉台３,41,2階建,1LDK,40.63m2,25,15000,25,25,6階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ザ・パークハビオ渋谷クロス,東京都目黒区青葉台３,41,2階建,1LDK,40.63m2,25,15000,25,25,9階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ザ・パークハビオ渋谷クロス,東京都目黒区青葉台３,41,2階建,1DK,40.1m2,25,15000,25,25,4階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ザ・パークハビオ渋谷クロス,東京都目黒区青葉台３,41,2階建,1LDK,40.63m2,25.4,15000,25.4,25.4,8階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ザ・パークハビオ渋谷クロス,東京都目黒区青葉台３,41,2階建,1LDK,40.63m2,25.6,15000,25.6,25.6,9階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ザ・パークハビオ渋谷クロス,東京都目黒区青葉台３,41,2階建,1LDK,41.08m2,26.5,15000,26.5,26.5,9階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ザ・パークハビオ渋谷クロス,東京都目黒区青葉台３,41,2階建,2LDK,50.07m2,36,20000,36,36,9階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ザ・パークハビオ渋谷クロス,東京都目黒区青葉台３,41,2階建,2LDK,51.25m2,39.6,20000,39.6,39.6,10階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ザ・パークハビオ渋谷クロス,東京都目黒区青葉台３,41,2階建,2LDK,57.24m2,40,20000,40,40,10階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ザ・パークハビオ渋谷クロス,東京都目黒区青葉台３,41,2階建,3LDK,68.13m2,41.6,30000,41.6,41.6,6階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ザ・パークハビオ渋谷クロス,東京都目黒区青葉台３,41,2階建,2LDK,57.24m2,43,20000,43,43,11階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ザ・パークハビオ渋谷クロス,東京都目黒区青葉台３,41,2階建,3LDK,68.13m2,45,30000,45,45,9階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ザ・パークハビオ渋谷クロス,東京都目黒区青葉台３,41,2階建,2LDK,61.22m2,46,20000,46,46,10階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ザ・パークハビオ渋谷クロス,東京都目黒区青葉台３,41,2階建,3LDK,68.09m2,45.5,30000,45.5,45.5,8階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ザ・パークハビオ渋谷クロス,東京都目黒区青葉台３,41,2階建,3LDK,68.09m2,46,30000,46,46,10階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ザ・パークハビオ渋谷クロス,東京都目黒区青葉台３,41,2階建,3LDK,68.13m2,49,30000,49,49,11階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
東急目黒線 不動前駅 地下1地上3階建 新築,東京都目黒区下目黒３,41,2階建,2LDK,43.56m2,18.7,15000,-,-,B1-1階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
東急目黒線 不動前駅 地下1地上3階建 新築,東京都目黒区下目黒３,41,2階建,2DK,43.56m2,18.8,15000,-,-,B1-1階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
東急目黒線 不動前駅 地下1地上3階建 新築,東京都目黒区下目黒３,41,2階建,2LDK,42.55m2,21.9,15000,-,-,1-2階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
東急目黒線 不動前駅 地下1地上3階建 新築,東京都目黒区下目黒３,41,2階建,2LDK,40.04m2,22.3,15000,-,-,2-3階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
東急目黒線 不動前駅 地下1地上3階建 新築,東京都目黒区下目黒３,41,2階建,4DK,65.64m2,25,15000,-,-,B1-1階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
上目黒2丁目戸建,東京都目黒区上目黒２,41,2階建,3LDK,89.06m2,40,-,40,40,-,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
上目黒2丁目戸建,東京都目黒区上目黒２,41,2階建,3LDK,89.06m2,40,-,40,40,1階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
東京メトロ日比谷線 中目黒駅 地下1地上5階建 築16年,東京都目黒区中目黒３,16,地下1地上5階建,1LDK,42.96m2,23,-,23,23,4階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
東京メトロ日比谷線 中目黒駅 地下1地上5階建 築16年,東京都目黒区中目黒３,16,地下1地上5階建,3LDK,69.55m2,35,-,35,35,4階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
東京メトロ日比谷線 中目黒駅 地下1地上5階建 築16年,東京都目黒区中目黒３,16,地下1地上5階建,3LDK,76.64m2,40,-,40,40,3階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
COCOHA都立大,東京都目黒区平町２,16,地下1地上5階建,1SLDK,27.4m2,10.6,13000,-,-,1階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
COCOHA都立大,東京都目黒区平町２,16,地下1地上5階建,ワンルーム,28.93m2,11.2,13000,-,-,2階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
COCOHA都立大,東京都目黒区平町２,16,地下1地上5階建,1SK,27.4m2,11.2,13000,11.2,11.2,1階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
COCOHA都立大,東京都目黒区平町２,16,地下1地上5階建,1SLDK,27.4m2,11.2,13000,11.2,11.2,1階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
東急東横線 学芸大学駅 5階建 築14年,東京都目黒区碑文谷２,16,地下1地上5階建,3LDK,72.25m2,26,15000,26,52,4階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
シャーメゾン八雲,東京都目黒区八雲１,16,地下1地上5階建,3LDK,91.7m2,29,-,29,14.5,1階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
